sentence	bias_score	assertive_verb_count	assertive_verb_prop	bias_count	bias_prop	coherence_marker_count	coherence_marker_prop	degree_modifier_count	degree_modifier_prop	factive_verb_count	factive_verb_prop	flesch-kincaid_grade_level	hedge_word_count	hedge_word_prop	implicative_verb_count	implicative_verb_prop	liwc_3rd_person_pronoum_count	liwc_3rd_person_pronoun_prop	liwc_achievement_word_count	liwc_achievement_word_prop	liwc_adverb_count	liwc_adverb_prop	liwc_auxiliary_verb_count	liwc_auxiliary_verb_prop	liwc_causation_word_count	liwc_causation_word_prop	liwc_certainty_word_count	liwc_certainty_word_prop	liwc_conjunction_count	liwc_conjunction_prop	liwc_discrepency_word_count	liwc_discrepency_word_prop	liwc_preposition_count	liwc_preposition_prop	liwc_tentative_word_count	liwc_tentative_word_prop	liwc_work_word_count	liwc_work_word_prop	modality	mood	opinion_count	opinion_prop	subjective_strong_count	subjective_strong_prop	subjective_weak_count	subjective_weak_prop	subjectivity_score	unique_word_count	vader_composite_sentiment	word_count
around ? why do you have to kick amd64 ? that 's what i'm going to figure out today . it 's a postfix config diff there 's a **unknown** 3.4 ... upload file on **unknown** ... no it doesn't, it happens on accept mail and the buildd should be getting them ok . could just be the **unknown** hours ... around ? i thought they banned sunshine in . uk , no ? thoughts on that ugly **unknown** thing ? i replied ?	-0.1128212945	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	2	0.0274	0	0	4	0.0548	7	0.0959	1	0.0137	0	0	1	0.0137	2	0.0274	9	0.1233	0	0	0	0	0.5	indicative	0	0	0	0	0	0	0.65	55	-0.5661	73
hehe downloading ubuntu i get error : site offline lots of dling that 's because it 's not out yet . hehe yes its out refresh mate do you need a screenshot ? go to ubuntu.com and use the link to download . and you will find that it 404 's just chill it wont be long now . site is overloaded , not about not released please read ikonia 's statement . fact . cheking a 404 does not mean an overload .. for me not 404 , i have drupal error site off-line	-0.1175287326	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	4	0.0488	7	0.0854	2	0.0244	1	0.0122	3	0.0366	1	0.0122	7	0.0854	1	0.0122	1	0.0122	0.6944	conditional	0	0	0	0	0	0	0.5437	63	-0.4682	82
"do you know about this problem ? no we should have a http entry in the defaut sources . list ? trashapplet doesn't work at all for you ? could you add ~/documents and ~/ . trash to the default skel ? are we going to merge gdm 2.6 . 0.4 -1 from debian ? i need some of the adjustments it made to lang handling ( i'm happy to merge just that one change though , and can do that now ) hum the debian d-i business card ( rc1 ) for ppc is known to have some problems in the base packages ? oups :p what 's your failure ? scroll up there 's another approach after "" loading installer components from cd "" and before the base installation , edit **unknown** . postinst look for "" linux-image "", and you'll find two lines like this change them to this : cron error from **unknown** ok , that 's now bug **unknown**  **unknown** "" never existed "". working daily ? :) dunno yet unset language && lang=en_gb . utf-8 gnome-terminal ? language is read before lang iirc"	-0.1213610678	0	0	0	0	1	0.0058	0	0	0	0	4.4	0	0	0	0	1	0.0058	0	0	7	0.0407	11	0.064	3	0.0174	2	0.0116	5	0.0291	3	0.0174	21	0.1221	3	0.0174	1	0.0058	0.5513	imperative	0	0	0	0	0	0	0.6833	121	-0.3788	172
did 12.04 drop yet ? i know it 's scheduled for today releases.ubuntu.com/precise i think we should wait for it to be official , that link might not be pointing to the correct iso http://ubuntuforums.org/showthread.php?t=1965723 yeah , that 's why i didn't get it yet .. figured it was just a nightly build also the trackers for torrents are not synced yeah , the ml said the mirrors are all synced	-0.125182967	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	4	0.0588	9	0.1324	1	0.0147	1	0.0147	1	0.0147	1	0.0147	5	0.0735	1	0.0147	0	0	0.2813	conditional	0	0	0	0	0	0	0	49	0.3939	68
what 's the current thinking on ruby 1.8 ? you requested a sync , and i approved it around ? ping yo what 's the story on those tetex bugs ? i thought we synched those i was working on looking at them to confirm that they were really dead before i closed them . i'll force it above the cutline after my late lunch today . about yet another initrd-tools uploaded just waking up , or are you still fighting sleep eta for an rc ?	-0.1268301538	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	3	0.0385	0	0	6	0.0769	3	0.0385	0	0	0	0	2	0.0256	0	0	12	0.1538	1	0.0128	0	0	0.5962	indicative	0	0	0	0	0	0	0.32	65	-0.7394	78
evening all . need some help with java and chrome . i keep getting the error that chrome could not load icedtea-web plugin which releases are you using ? and what is the context of when the error occurs ? particular page or just always ? ubuntu 12.04 and icedtea 7 plugin . i think i may have just found that a lot of people are having the same problem as of late , any page that requires a java plugin . works fine in firefox , seems to be isolated to chrome , i cant even run the test page that checks to see if you have java ah lame . i have not had an issues with my version . although i think i am running an unstable chrome ..... checking my details ah nope , im running stable come . and iced tea 6 . so i guess you could try switching down a version . 7 might just suck	-0.13124851	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0.0135	6	0.0405	16	0.1081	1	0.0068	2	0.0135	10	0.0676	4	0.027	11	0.0743	9	0.0608	2	0.0135	0.2151	conditional	0	0	0	0	0	0	0.4329	98	-0.9385	148
how can i upgrade ? whene is the indian language is done translated ? is it out yet ? which indian language there are like a dozen of them the language package for the interface .	-0.1346023262	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	1	0.0313	0	0	3	0.0938	6	0.1875	1	0.0313	0	0	1	0.0313	0	0	3	0.0938	0	0	0	0	0	indicative	0	0	0	0	0	0	0	25	0.466	32
"hi , everyone . i download the googleearth . deb , and want to install it with : sudo dpkg -i **unknown** . deb , it tells me : google-earth-stable depends on lsb-core (>= 3.2 )  however : package lsb-core is not installed . so i just install the lsb-core , but it comes error : http://paste.ubuntu.com/1133761/ what should i do ? the error suggests running "" sudo apt-get -f install "" i tried that , it comes the same error "" sudo apt-get update "" if you still have missing , i'm guessing your mixing repos , or using a ppa or something"	-0.1360564063	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	1	0.0109	4	0.0435	4	0.0435	2	0.0217	0	0	7	0.0761	3	0.0326	3	0.0326	5	0.0543	0	0	0.4773	conditional	0	0	0	0	0	0	0.2583	67	-0.9231	92
hi , i installed ubuntu 12.04 on my vm but the vmtools couldn't be installed , < unable to mout the disk > ? you can upgrade to ext4 and keep all data how ? apt-get upgrade ?	-0.1370478791	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	1	0.0294	1	0.0294	3	0.0882	1	0.0294	1	0.0294	3	0.0882	1	0.0294	3	0.0882	0	0	0	0	0.1667	indicative	0	0	0	0	0	0	0.5	30	0	34
update the topic no why ? because nothing has changed https://wiki.ubuntu.com/precisepangolin/releasenotes/	-0.1446316072	0	0	0	0	0	0	0	0	0	0	20.6	0	0	0	0	0	0	0	0	0	0	1	0.0909	3	0.2727	0	0	1	0.0909	0	0	0	0	0	0	0	0	1	imperative	0	0	0	0	0	0	0	11	-0.296	11
it 's not out they probabaly are waiting for all the mirrors to sync . the release annocement will be after that . waiting for many things to be setup final warning - you don't know when it will be released , so don't suggest it will be any moment	-0.1487533597	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	1	0.0208	0	0	2	0.0417	10	0.2083	0	0	1	0.0208	2	0.0417	0	0	6	0.125	1	0.0208	0	0	0.5	conditional	0	0	0	0	0	0	0.75	35	-0.34	48
how is it that alsamixer can find my soundcard and configuration just fine , but aplay -l says no soundcards selected . any ideas ? sudo aplay -l ? that works . so i have a permission problem accessing sound as a user but not as root ? wtf that 's exactly it just confirmed any ideas how to fix that ? keep : nope i jsut remembered havign to do that with lspci -v for my nic when i was troubleshooting the r8168 r8169 issue how weird nope i jsut remembered havign to do that with lspci -v for my nic when i was troubleshooting the r8168 r8169 issue i wnder if it 's as simple as setting filepermissions on the appropriate /dev stuff well i got no idea i'm trying to learn and configure rsnapshot do i have to specify files or drives with rsnapshot ? could be that my user isn't part of the audio group ..	-0.1533610844	0	0	0	0	0	0	0	0	0	0	9.5	0	0	0	0	0	0	2	0.0132	9	0.0596	12	0.0795	3	0.0199	0	0	16	0.106	2	0.0132	16	0.106	4	0.0265	1	0.0066	0.3452	conditional	0	0	0	0	0	0	0.6259	89	-0.3177	151
"hi , i am facing problem in writing bash shell script for scp . echo "" **unknown** "" | scp -r may-13-21_25_19 **unknown** **unknown** . **unknown** :/ **unknown** isnt working for me use ssh-keys for that , ssh/scp wont accept passwords from shell can you give me example ? read the forums/wiki about using ssh with key-auth okay .. thanks :)"	-0.1590361665	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	1	0.0179	4	0.0714	2	0.0357	0	0	0	0	0	0	7	0.125	0	0	1	0.0179	0.3438	indicative	0	0	0	0	0	0	0.6333	46	0.1321	56
is there a way i can tell ubuntu to automount any fat32 drive with iocharset=utf8 , **unknown** ? ! patience | mrunkownguy i believe you can use pam_mount . conf ( see man 5 pam_mount . conf ) hm , thanks no manual entry for pam_mount . conf you'll need package libpam-mount okay , hm , does that work in kde ? dd isn't good on a running system since files can change	-0.1617088245	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	0	1	0.0154	6	0.0923	3	0.0462	0	0	0	0	1	0.0154	6	0.0923	1	0.0154	0	0	0.3182	conditional	0	0	0	0	0	0	0.475	54	0.2134	65
nah , they just went in don't think the package is finished building yet **unknown** yeah that'd be rad pretty much , with gnome-volume-manager i don't think anyone would have an issue with further use **unknown** hal ! except the solaris guys and the freebsd guys ... and it has to work on solaris , too just kidding ! not sure i like the red in the disabled mode  did you already say you were changing that ? yeah i can't just be grey , because ' no link ' is also grey )	-0.1641831815	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0.0112	0	0	6	0.0674	11	0.1236	3	0.0337	0	0	4	0.0449	1	0.0112	7	0.0787	1	0.0112	0	0	0.1	conditional	0	0	0	0	0	0	0.4289	65	0.3851	89
anyone know how to prevent ubuntu/apt from wrecking config files when you update ? separate /home usually does it for me ... no , i mean the config files in /etc . it 's managed to mess up the dovecot config this time . silly of me to do an update i guess - usually never update servers after install as i know ubuntu is pretty bad for this ...	-0.167149358	0	0	0	0	2	0.0308	0	0	0	0	5.6	0	0	0	0	0	0	0	0	4	0.0615	3	0.0462	1	0.0154	1	0.0154	3	0.0462	0	0	11	0.1692	4	0.0615	0	0	0.6042	indicative	0	0	0	0	0	0	0.5577	48	-0.5859	65
totem is in universe ? totem-gstreamer is in main ? that 's why i had totem installed instead of totem-gstreamer . it actually plays my dvd's.. like lanching the waiting app before creating the device files ?	-0.1723306482	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	2	0.0625	3	0.0938	1	0.0313	0	0	0	0	0	0	4	0.125	0	0	0	0	0.25	indicative	0	0	0	0	0	0	0.2167	27	0.7383	32
"hey guys , got a question for you . every time i connect to a new wifi network , my resolv . conf gets reverted and the nameserver is defined as "" 127.0 . 0.1 "", is there any way to make it stop doing this ? i'm fairly sure resetting the dns servers to localhost shouldn't be default behaviour . master , esta es la mejor forma : you need to set the immutable bit $ sudo chattr +i /etc/resolv . conf will make the file immutable , that is , no one even root can change that file can't chattr +i why not ? also tried on **unknown** . conf , still no dice yeah , i remember now about this , give me a minute somewhere here says to add the "" acl "" option to automount points in fstab yup , you are right it 's ubuntu dude , i see all kind of strange things happening here , lol"	-0.1744346375	0	0	0	0	2	0.0138	1	0.0069	0	0	5.6	0	0	0	0	0	0	2	0.0138	8	0.0552	9	0.0621	4	0.0276	3	0.0207	3	0.0207	2	0.0138	12	0.0828	3	0.0207	0	0	0.3828	conditional	0	0	0	0	0	0	0.6042	111	-0.1909	145
i just installed the new 12.04 ... its kind of bugging .. im running on a dell notebook with nvidia **unknown** .. i mean ... there are two graphic cards , onboard ( intel ) and nvidia ( gt 540m) .. is there anyone with the same problem ? look at bumblebee https://wiki.ubuntu.com/bumblebee thanks .. but now its not identifying my onboard intel graphics .. its saying unkown =\ them i think im running unity 2d ... how can i know if my unity is 2d or 3d ?	-0.1805681518	0	0	0	0	1	0.0114	1	0.0114	0	0	2.9	0	0	0	0	1	0.0114	0	0	5	0.0568	6	0.0682	1	0.0114	0	0	5	0.0568	1	0.0114	5	0.0568	2	0.0227	0	0	0.4643	indicative	0	0	0	0	0	0	0.481	63	-0.3632	88
"yo walk in , turn left , first right into the conference centre , up the stairs , first right to the end into the cherwell room i suggest ' mad phat ' you can only say "" mad phat "" if cruising down a street with jdub 's banging ghetto blaster so my lcd manual says it supports "" ddc **unknown** "" yet xresprobe says its a generic monitor ( non ddc ) what does ddcprobe say ? pc104 used to work , but now you just silently use a key :) i'll torment you as well unless you tell me where your x.org debs are ) **unknown** , i'm not even going to tell you what the deb line is because here be **unknown** , seriously if you really , seriously need them , i'll upload all the source packages form my laptop  expecting those ones to even install is a bit of a stretch as i was in the middle of redoing all of them when i started exclusively working on warty concerns i keep on thinking about playing with composite et al , that is all ah . probably best to just bust out jhbuild and build kdrive , then ? yeah its great hoff and shatner are in it dude ! no shit ? **unknown** isn't that against some international law ? isn't this pleasant ? yeah , just accidentally whacked the wrong key . how 's things ? not bad . finally saw shaun of the dead so things are looking up . you ?"	-0.1879023415	0	0	0	0	3	0.0126	0	0	0	0	7.2	0	0	0	0	2	0.0084	3	0.0126	20	0.084	12	0.0504	4	0.0168	3	0.0126	14	0.0588	3	0.0126	27	0.1134	4	0.0168	0	0	0.4881	indicative	0	0	0	0	0	0	0.5881	157	-0.497	238
i have little faith in the upgrade process why ? i curious . does it break various packages ? i have had issues in the past - yes broken packages , incomplete installation etc . i've been with ubuntu a long time , perhaps that 's all fixed bu i'm leery .	-0.191729671	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	0	0	1	0.0217	5	0.1087	1	0.0217	1	0.0217	0	0	0	0	3	0.0652	1	0.0217	0	0	0.125	indicative	0	0	0	0	0	0	0.4643	38	0.5813	46
see my bug on grub bootsplash ? yes , i already responded colin already posted a patch , i'll check it tomorrow i have to get a basic usplash in post-haste any other changes from the test package in your homedir ? a new upstream release mad the patch slightly different , but basically the same can you file a bug on it with a screenshot of the properties in hal-device-manager ?	-0.1977717455	0	0	0	0	0	0	0	0	0	0	10.7	0	0	0	0	0	0	0	0	1	0.0149	2	0.0299	1	0.0149	0	0	1	0.0149	0	0	9	0.1343	1	0.0149	1	0.0149	0.4167	indicative	0	0	0	0	0	0	0.4466	51	-0.1999	67
check /var/log/kern . log for any indication of the kernel causing the time drift ... or if the pc is turned off alot , it could be down to a failing battery for the rtc so far , my hwclock whas the only reliable clock on my system ... a laptop , with a weak accu that 's a pain :(	-0.2146276428	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	2	0.0357	3	0.0536	0	0	0	0	3	0.0536	2	0.0357	8	0.1429	4	0.0714	0	0	0.25	conditional	0	0	0	0	0	0	0.7828	46	-0.9081	56
it uses swap . that 's stupid .. where else are you going to shove a copy of your working ram ?	-0.2248461587	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	1	0.0526	1	0.0526	1	0.0526	0	0	0	0	0	0	2	0.1053	0	0	0	0	1	indicative	0	0	0	0	0	0	1	19	-0.5267	19
anybody here with ati radeon 6850 ? i have a 6870 which is close enough any problems with it ? because i have many with my 6850 under linux so problems with it , but don't use fglrx . open-source radeon driver is fine	-0.2416207625	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	2	0.0488	5	0.122	2	0.0488	0	0	3	0.0732	0	0	5	0.122	1	0.0244	0	0	0.5417	indicative	0	0	0	0	0	0	0.5	31	-0.2168	41
**unknown** 3.3 _ **unknown** . 3.4 **unknown** ?? if the gcc packages failed to build , please send me the logs ( or maybe the last 100 lines ... ) ok . one more round on ppc ... found it . sorry , didn't see . np . i knew that i had a bug that had the needed info in it , just couldn't find it for a bit .. ( was closed a while back .. ) do you know , what probably is wrong with gcc-3.4 's **unknown** ? no clue	-0.2533147536	0	0	0	0	1	0.0119	0	0	0	0	0.1	0	0	0	0	0	0	0	0	4	0.0476	7	0.0833	0	0	0	0	3	0.0357	3	0.0357	5	0.0595	4	0.0476	0	0	0.3068	conditional	0	0	0	0	0	0	0.4744	66	-0.7891	84
"hello can anybody help with remove a printercomponent for installing a lexmark again after failing ? tj : sorry i don't i get ypur point ( **unknown** 's not talking to you . "" staying with ""? open the cups configuration , try to add your printer . or look on your manufacturer 's website for a ppd file if you're not seeing it in the cups list open this in your web browser : http://127.0.0.1:631 username and password ? your system user 's username/password"	-0.2544095772	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	1	0.0128	1	0.0128	2	0.0256	0	0	0	0	3	0.0385	1	0.0128	10	0.1282	2	0.0256	0	0	0.3125	conditional	0	0	0	0	0	0	0.65	62	-0.3485	78
so i take it you cant upgrade from 11.10 to 12.04 ? we can is there an upgrade button in the update manager or just do distupgrade from apt-get ?	-0.2649426145	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	3	0.1071	4	0.1429	0	0	0	0	2	0.0714	0	0	4	0.1429	1	0.0357	0	0	0.25	indicative	0	0	0	0	0	0	0	26	0	28
when can we expect lubuntu ? ubuntu is out lubuntu is out too http://cdimage.ubuntu.com/lubuntu/releases/12.04/release/ thanks	-0.2759106867	0	0	0	0	0	0	0	0	0	0	14.3	0	0	0	0	0	0	0	0	2	0.1333	3	0.2	0	0	0	0	1	0.0667	0	0	2	0.1333	0	0	0	0	0.25	conditional	0	0	0	0	0	0	0.2	12	0.4404	15
is there some lag time before do-release-upgrade is available from 10.04 to 12 ? is your package manager checked to look only for lts ? yeah , prompt=normal does the regular maverick upgrade , but prompt-lts gives me no new release found . this is for a server . which servers are you pointed at in sources . list	-0.2790003311	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	0	0	2	0.0385	6	0.1154	0	0	0	0	1	0.0192	0	0	8	0.1538	1	0.0192	0	0	0.6071	indicative	0	0	0	0	0	0	0.4829	47	-0.3527	52
"some times that first gui is bypassed not sure why yeah , that does sound really wrong doesn't it ? as long as you know how to bring it up it doen't really matter same key for the grub menu on a single install . the reason for a separate /boot is when you have the root fs encrypted , for example not mentioned except in your responses why are you telling me this ? you said "" cc11rocks , not sure why you would want a boot partition it is not needed , and makes things more complex ,"" right and that is not you eh . ) your instructions are a bit typoed ! in line with the grub , **unknown** mounting "" sda "" ? it needs "" sudo mkdir -p /mnt/boot "" doesn't it ? i am using the commands exactly in the wiki , minus the /mnt by accident persoanally i would chroot , you are more then welcome to do this rather then question my work here . ) i'm pointing out , if rolio is using the livecd "" /mnt/boot "" won't exist - it needs creating look at the link i posted that line is exact as i posted it from the wiki ahh ok ... i see what it 's doing now ! i'm so used to the convention of putting mount-points in sub-dirs below /mnt/ i didn't realise they're mounting directly onto /mnt/ itself those grub commands change on occasion hehe i just use supergrub and do this from the desktop myself or chroot . well it confused me also because i always install a separate /boot/ :) there is no need to save the mbr it can easily be reloaded . it can , but i find a simple "" dd **unknown** . bin of =/ **unknown** "" faster that may be your method but not ever suggested here or in wikis , and has the chance of breaking the disc table if done incorrectly ."	-0.2891644552	0	0	0	0	4	0.0125	0	0	0	0	7.9	0	0	0	0	1	0.0031	1	0.0031	14	0.0436	28	0.0872	11	0.0343	3	0.0093	20	0.0623	10	0.0312	30	0.0935	7	0.0218	0	0	0.25	conditional	0	0	0	0	0	0	0.5492	188	-0.5192	321
i imagine it needs it for scp and sftp see a **unknown** . i hate those people . new , basically ( it 's roughly equivalent to sounder ) it'll phase out , we've split to devel and users	-0.2898623842	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0.0278	0	0	0	0	0	0	2	0.0556	1	0.0278	4	0.1111	0	0	0	0	0.6	imperative	0	0	0	0	0	0	0.5886	30	-0.5719	36
i just installed the beta 2 , and did some configs , i wouldn't install it again ... jusy update your system *just i did . so is it final now ?	-0.2904789581	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	4	0.1379	4	0.1379	0	0	0	0	2	0.069	1	0.0345	0	0	1	0.0345	0	0	-0.1667	indicative	0	0	0	0	0	0	1	25	0	29
i have a . run file , and i want to run it as root , is there a way from terminal i have a . run file , and i want to run it as root , is there a way from terminal what is that . run file thank you nitzs and buzzkill , metasploit	-0.290687525	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	2	0.0408	5	0.102	0	0	0	0	5	0.102	2	0.0408	6	0.1224	0	0	0	0	-0.25	indicative	0	0	0	0	0	0	0	23	0.4767	49
**unknown** er **unknown** 150k or so it seems to add a 1px black border to the window ... roughly let me put up a shot of industrial **unknown** nothing hrm , missing x mod ? that 's your problem then , your x driver doesn't support the **unknown** extension ew yeah , we all hate the original one sounds like gconf has broken ... if you logout and make sure there 's no gconf process running , then login again , does it work ?	-0.2915066563	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0.039	4	0.0519	1	0.013	1	0.013	6	0.0779	1	0.013	4	0.0519	3	0.039	0	0	0.45	indicative	0	0	0	0	0	0	0.5519	63	-0.6286	77
that was ftbfs on ppc/amd64 why ? /usr/bin/ld : skipping incompatible **unknown** 3.3 . 4/ .. / .. / .. **unknown** . so when searching for -lc ok , missing ia32-libs-dev build-dependency . i wonder why it failed on ppc , though actually , that could just be ppc flakiness - i'll see if giving it back helpo goodie , i don't see why it should fail on ppc ( though , i haven't looked at the source , just listened to what doko 's told me ) **unknown** 3.4 is d-w amd64-libs-dev	-0.2932402614	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0.0952	7	0.0833	3	0.0357	0	0	5	0.0595	3	0.0357	6	0.0714	2	0.0238	0	0	0.3542	conditional	0	0	0	0	0	0	0.3389	63	-0.6597	84
"okay davidrsmorris give me a few minutse minutes* one quick thing ... i assume the laptop is 32 bit , am i correct ? davidrsmorris when the livecd starts your get to a menu with "" try ubuntu ..."" etc ... at the bottom of the screen are some prompts for function keys . pressing f6 will allow you to remove the "" quiet splash "" boot options to see messages as the pc boots ... which should allow us to figure out what is going wrong . see https://help.ubuntu.com/community/bootoptions#changing_the_cd_boot_option_configuration_line what i just did was on that menu i clicked install ubuntu .. which i have never seen before . so know it is working and i think i may have some progress .... davidrsmorris there might be a cd read error ... removing "" quiet splash "" will show if the kernel reports failed reads if you can see the kernel 's messages as it boots you might get a clue as to the cause of the problem . otherwise it 's just stabs in the dark i've known often of cd drives with dislodged dust stopping the laser from focusing correctly ... showing read errors ... and fixed by giving the drive slot a very strong **unknown** ! whilst its going ... don't tempt fate and stop it :p that sounds sensible . often the hardest part is the cd/dvd based installation . that sounds good . often we underestimate how long a cd-based boot will take as long as you have the desktop you have a user session . if the mouse fails you can still get to a text terminal and run diagnostics/check log files for clues i've known it take 5 minutes on slow systems/cd drives ... go get a coffee and come back :p you'll be 15 by the time its done :p congratulations on seeing the light :d is the mouse responding ... what kind of mouse device does the laptop have ? touchpad ? usb external mouse ? it responds now , and it is touchpad slow but steady progess then useful information : most linux 's in multiuser mode start several terminals ( ttys ) and run the gui on tty7 or tty8 ... you can get to those other ( text ) terminals from the gui by pressing ctrl+alt+f1 ... f7 ... and you can return to the gui by pressing alt+f7 or f8 lol i have no idea what you just said you can use those terminals to diagnose problems and view system boot messages when you have serious problems that prevent gui use is there a cheat sheet for this ? lol because i can't remember shortcuts easily ."	-0.2940023546	0	0	0	0	2	0.0046	1	0.0023	0	0	5.6	0	0	0	0	0	0	2	0.0046	16	0.0364	35	0.0797	5	0.0114	1	0.0023	27	0.0615	4	0.0091	38	0.0866	14	0.0319	2	0.0046	0.4109	conditional	0	0	0	0	0	0	0.5029	239	-0.6261	439
"thunderbird is giving me trouble ... it wont start it keeps saying "" thunderbird is already running , but is not responding ""... but it isn't... plus i have just rebooted ... how can i get it going again ? look in your home directory under . mozilla for thunderbird-related things , there may be a lockfile under the . mozilla directory there is only a "" extensions "" and "" firefox "" directories ... the ~/ . thunderbird directory i haven't found a ' lock ' file"	-0.3032036341	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0.0714	11	0.131	1	0.0119	0	0	5	0.0595	0	0	5	0.0595	1	0.0119	0	0	0.4138	indicative	0	0	0	0	0	0	0.6	53	-0.0387	84
"hum , just mail me if you want i'll follow the mail on the internal list yes gnome-settings-daemon is working ! kamion has fixed it everything still has . menu files , right ? so installing the menu package and some hackery can get the debian menu back ? no , we need a gnome-panel code change for this ah , suck the issue is "" we should add . desktop file for the apps which need it "" = all packages providng **unknown** programs ? that 's a sensible question . we don't want to reacreate the mess of the debian menu ... so not easy to know which app has its place in the menu or not :) hehe , right can we just get debian to include the desktop files and then get menu items for free in ubuntu ? that 's the plan that 's not a bug , new gnomevfs conflicts with old panel hm"	-0.3080729799	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	1	0.0069	6	0.0414	9	0.0621	1	0.0069	1	0.0069	7	0.0483	6	0.0414	11	0.0759	3	0.0207	0	0	0.3359	conditional	0	0	0	0	0	0	0.4445	96	-0.8408	145
yes , but no dependency in amd64 package do whatever you prefer ahhh , you didn't get my subtle humour :p unlikely , since s99 runs after s05	-0.3179550564	0	0	0	0	0	0	0	0	0	0	9.5	0	0	0	0	0	0	0	0	0	0	2	0.0769	1	0.0385	0	0	1	0.0385	0	0	3	0.1154	0	0	0	0	0	imperative	0	0	0	0	0	0	0.6667	25	0.6908	26
its was not added to https://help.ubuntu.com/community/installation/minimalcd but i guss its that one yeh i do know that , but i asked if it was the version i found on the ftp but not listen on the help yet yeh i do know that two ffs https://help.ubuntu.com/community/installation/minimalcd 12.10 its not listed there right what idiots its is here why do you think i wanne have the desktop ? dj i show exactly what i want , i does exactly say what i need , and you show me something completly else why ? lose the attitude whats wrong know ? it was a questiono	-0.3249574535	0	0	0	0	0	0	0	0	0	0	7.2	0	0	0	0	0	0	1	0.0101	3	0.0303	10	0.101	2	0.0202	0	0	5	0.0505	3	0.0303	3	0.0303	1	0.0101	0	0	0.5147	indicative	0	0	0	0	0	0	0.4839	60	-0.887	99
"or we could install fortune ... xscreensaver is sitting permuting "" no such file or directory "" around the amd 's screen at the moment **unknown** ? :-) we can have fortune-mod without all the actual data , can't we ? is that the **unknown** when fortune isnt installed ? yes the load could be dealt with by just having a couple of **unknown** boxes in front of the **unknown** servers q : has the 5minute authenication cache been disabled ? it'll drive people nuts base-config ( 2.44 ubuntu14 ) warty  urgency=low assuming that 's what you meant ! praise $deity what would be useful is to have gtksudo still pop up a dialogue if it is called  stating that you are still authenicated but asking you to confirm the command ( and showing it ) with an ok not my field :) um , d-i does the issue is probably not dud burns there , it 's that the archive has newer versions of packages than the cd both probably contribute to the problem yes we can . just munge canonical 's offical iso 's with an extra flag disapprove heavily of that kind of thing also , we'll be publishing the official isos  what 's to stop people burning them , or indeed from copying pressed cds ? ``i see you're using a **unknown** cd . would you like me to checksum it **unknown** can **unknown** sometime off the end of the cd i disapprove of doing something i can't even test myself ! can **unknown** something off the end of the cd  is somebody copies it , it'll disappear i will not do that , sorry if i wrote the code , would you consider using it ? :-)"	-0.3278426902	0	0	0	0	1	0.0036	1	0.0036	0	0	9.1	0	0	0	0	1	0.0036	0	0	12	0.0435	30	0.1087	2	0.0072	2	0.0072	9	0.0326	7	0.0254	26	0.0942	8	0.029	1	0.0036	0.2772	indicative	0	0	0	0	0	0	0.585	163	-0.7341	276
iirc all amd procs are 64bit . amd hasnt made a 32 bit wrong i have never seens an **unknown** bing 32 bit	-0.3365697487	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	3	0.1364	1	0.0455	2	0.0909	0	0	0	0	0	0	0	0	0	0	0.75	indicative	0	0	0	0	0	0	0.75	19	-0.4767	22
